Report Year,"NYC Borough, Block and Lot (BBL)",City,Primary Property Type - Portfolio Manager-Calculated,Year Built,ENERGY STAR Score,Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Address 1
2022,1-00894-7502,New York,Multifamily Housing,1960,15,14840199.2,15085047.1,1078,164456,155 East 38th Street
2022,1-00894-7504,New York,Multifamily Housing,2013,41,8097474.2,8124721.2,561.7,124293,325 Lexington Avenue
2022,1-00895-0031,New York,Multifamily Housing,1930,24,2613854.5,2608780.6,198.3,30415,135 East 39th Street
2022,1-00895-0038,Manhattan,Hotel,1964,84,6640209.6,6608472.6,465.1,82000,149 East 39th Street
2022,1-00895-0045,New York,Office,1970,58,43536501.4,44054001.4,3281.1,533902,600 3rd Avenue
2022,1-00895-0069,Manhattan,Office,1925,74,6332315.1,6436081.9,503.2,86000,353 Lexington Avenue
2022,1-00895-0078,New York,Office,1923,61,4165010.9,4368412,315.7,47414,124 East 40th Street
2022,1-00895-0082,New York,Multifamily Housing,1925,16,3140846.4,3192091.1,190.6,28010,114-116 East 40Th Street
2022,1-00896-0001,Manhattan,Multifamily Housing,1999,93,7283307.5,7455700.2,455.4,119754,129 3rd Avenue
2022,1-00896-0032,New York,Multifamily Housing,1961,71,9190245.5,9370983.3,645.6,120340,230 East 15th Street
2022,1-00896-0032,New York,Multifamily Housing,1961,76,9190245.5,9370494.4,645.6,116191,230 East 15th Street
2022,1-00896-0039,New York,Multifamily Housing,1963,67,10268950.3,10477953.2,724.2,136191,210 East 15th Street
2022,1-00896-0048,New York,Multifamily Housing,1962,68,12662658.1,12864261.7,801,158505,200 East 15th Street
2022,1-00897-0001,New York,Multifamily Housing,1960,62,4562909.9,4658935.7,279.6,58000,201 East 15th Street
2022,1-00897-0035,New York,Multifamily Housing,1930,Not Available,11142737.7,11371126.8,683.6,159424,200 East 16th Street
2022,1-00897-0075,New York,Multifamily Housing,1959,20,4897845.3,4951366.1,293.6,45000,200 East 17th Street
2022,1-00898-0001,Manhattan,Multifamily Housing,1973,70,19566204.6,19998877.7,1395.6,269220,201 East 17th Street
2022,1-00898-7501,New York,Multifamily Housing,1950,67,11198343.4,11229221.8,799,210278,301-305 2nd Avenue
2022,1-00899-0001,New York,Multifamily Housing,1964,57,29613012.2,29325736.6,1793.1,362098,205 Third Avenue
2022,1-00899-0008,New York,Multifamily Housing,1958,95,7781952.9,7933470.8,466.7,111396,211 East 18th Street
2022,1-00899-0032,New York,Multifamily Housing,1929,30,12615534.8,12888426.1,966.2,139000,242 E 19th Street
2022,1-00900-0001,New York,Multifamily Housing,1959,28,15911644.6,16227433,973.6,168495,201 East 19th St
2022,1-00900-0027,New York,Multifamily Housing,1963,64,21982181.5,21894851.5,1348.8,272000,245 East 19th Street
2022,1-00900-7501,New York,Multifamily Housing,2016,92,23694995.1,23842731.2,1589.7,469851,215 East 19th Street
2022,1-00901-7501,New York,Multifamily Housing,2016,66,5167169.5,5215954.1,414.5,127272,200 East 21st Street
2022,1-00902-0001,New York,Multifamily Housing,1962,73,16680570.3,16839900.5,1072.4,290421,201 East 21st Street
2022,1-00902-0030,New York,Multifamily Housing,1930,63,6284343.7,6438910.6,373.1,77640,371 2nd Avenue
2022,1-00902-0049,New York,Multifamily Housing,1930,38,6696849.1,6758796.2,440.9,77275,220 East 22nd Street
2022,1-00902-0051,New York,Multifamily Housing,1982,82,3878345.7,3940290.1,238.8,49207,210 East 22nd Street
2022,1-00903-7501,New York,Multifamily Housing,1985,85,4728564.1,4771941.9,329.8,106063,205-215 East 22nd Street
2022,1-00903-7502,New York,Multifamily Housing,1929,75,24902471.6,25968772.4,1458.8,338689,235 East 22nd Street
2022,1-00903-7504,NY,Multifamily Housing,2014,35,4970501.7,4960604.9,360.3,85536,234-238 East 23rd Street
2022,1-00904-0010,New York,Residence Hall/Dormitory,2000,51,6404110.1,6404110.1,422.3,69706,215 East 23rd Street
2022,1-00904-0029,New York,Multifamily Housing,1938,15,3770254.6,3753833.9,278.4,41600,411 2nd Avenue
2022,1-00904-0040,New York,Multifamily Housing,1985,48,3688793,3718156.7,235.8,38550,"220 East 24 Street, New York 10010"
2022,1-00904-0050,New York,Multifamily Housing,1972,78,10922221.1,11078812.1,680.2,159920,200 East 24th Street
2022,1-00904-9024,New York,Multifamily Housing,1974,100,3829338.7,3759724.5,310.3,200299,401 2nd Ave
2022,1-00905-0001,New York,Hotel,1925,12,6591609.3,6702875.7,432,56832,201 East 24th Street
2022,1-00905-0026,New York,Multifamily Housing,1961,65,9526965.9,9720268.8,579.5,112640,245 East 24 St
2022,1-00905-0035,New York,Multifamily Housing,2004,91,2707911.1,2734464.8,180.1,48020,242 East 25th Street
2022,1-00906-0001,New York,Multifamily Housing,1963,14,18362812.6,18171506.3,1142.6,194000,201 East 25th Street
2022,1-00906-0015,New York,Multifamily Housing,1900,60,4456754.7,4610650.4,251.1,32070,227-229 East 25th Street
2022,1-00906-0024,New York,Multifamily Housing,1964,68,13842937.7,13823631.7,1052.4,199047,245 East 25th Street
2022,1-00906-0042,New York,Multifamily Housing,1963,72,3983161.3,4042315.9,248.7,49800,220 East 26th Street
2022,1-00906-0055,New York,Multifamily Housing,1920,9,6036320.9,6165102.3,451.8,37062,200 East 26th Street
2022,1-00907-0016,New York,Multifamily Housing,1963,88,3714447.5,3700597,227.1,54252,225 East 26th Street
2022,1-00907-0025,New York,Multifamily Housing,1978,59,27436782,27780573.4,1716.7,361886,240 E. 27th St.
2022,1-00907-0056,New York,Multifamily Housing,1965,34,22197731.6,22533917.6,1385.1,247044,200 East 27th Street
2022,1-00908-0006,New York,Multifamily Housing,1920,97,2204757.1,2241909.3,131.1,25777,203-205 East 27th Street
2022,1-00908-0009,New York,Multifamily Housing,1985,71,3323230.8,3368615.3,255.8,38465,207 East 27th Street
2022,1-00908-0047,Manhattan,Multifamily Housing,1940,83,3635509.1,3719342.2,217,50000,208 East 28th Street
2022,1-00908-7501,New York,Multifamily Housing,1965,65,3907383.4,3965544.3,248.3,71374,200 E 28th St
2022,1-00908-7502,New York,Multifamily Housing,2006,30,4625170.9,4675780.8,293.8,63227,385 3rd Ave
2022,1-00909-0001,New York,Multifamily Housing,1964,14,29198434.4,28658746.7,1732.4,266163,201 East 28th Street
2022,1-00909-0015,New York,Multifamily Housing,1989,14,4836884,4814093,364.6,44912,229 E 28th Street
2022,1-00909-0043,New York,Multifamily Housing,1910,78,4019881,4084765.7,237,44176,226 E 29th St
2022,1-00910-0014,Manhattan,Multifamily Housing,1940,92,4639299.5,4692323.1,351.7,65027,229 East 29th Street
2022,1-00910-0061,New York,Multifamily Housing,1967,26,6763314.4,6908981.8,429.4,67000,200 East 30th Street
2022,1-00910-7501,New York,Multifamily Housing,2003,30,7920217,8054629.7,514.2,88126,250 East 30th Street
2022,1-00911-0001,New York,Multifamily Housing,1920,4,8920048.2,Not Available,643.3,45947,201 East 30th Street
2022,1-00911-7501,New York,Multifamily Housing,1925,91,2068458.1,2085123.8,146.1,56469,"248 East 31st Street, New York"
2022,1-00911-7502,Manhattan,Multifamily Housing,1983,99,2484382.4,2520971.9,158.2,61100,250 East 31st Street
2022,1-00911-7503,New York,Other - Technology/Science,1970,Not Available,53835767.3,52954607.1,4074.3,182506,227 East 30th St
2022,1-00912-7502,New York,Multifamily Housing,1993,87,15558487.1,15761299.9,1140.7,213548,200 East 32nd Street
2022,1-00913-0028,New York,Multifamily Housing,1964,14,17097258.5,16863024.9,1030,146800,251 East 32nd Street
2022,1-00915-0023,New York,Multifamily Housing,2015,63,6731912.3,6817007.1,467.1,121221,235-237 East 34th Street
2022,1-00915-0038,New York,Multifamily Housing,1955,94,6164382.6,6295326.8,376.6,93580,240 East 35th Street
2022,1-00915-0046,New York,Multifamily Housing,1942,87,3571769.3,3670102.2,263.5,59262,222 East 35th Street
2022,1-00915-7501,New York,Multifamily Housing,2006,32,13536423.9,13606027.7,1015.3,219376,225 East 34th Street
2022,1-00916-0001,New York,Multifamily Housing,1916,100,1699302.1,1681173.2,132,76024,201 East 35th Street
2022,1-00916-0009,New York,Multifamily Housing,1929,79,4608197.7,4588453.3,273.2,63617,211 East 35th St
2022,1-00916-0023,New York,Multifamily Housing,1963,85,7712146.2,7882622.7,464.2,88322,245 East 35th Street
2022,1-00916-0041,New York,Multifamily Housing,1963,75,7663977.1,7834550.9,466.8,95057,236 East 36th Street
2022,1-00916-0061,New York,Multifamily Housing,1955,71,8299074.8,8432827.5,589,124807,200 East 36th Street
2022,1-00916-7501,New York,Multifamily Housing,1960,85,2112094.8,2155771.4,124.4,25140,649 2nd Avenue
2022,1-00917-0017,New York,Multifamily Housing,1963,70,16445188.8,16396514.8,1154.4,217438,225 East 36th Street
2022,1-00917-7501,New York,Multifamily Housing,1963,18,16307497.2,16231644.4,1249.1,113264,201 East 36th Street
2022,1-00918-0014,NEW YORK,Data Center,1911,Not Available,12252283.6,12252283.6,1035.8,177166,221 E 37 ST
2022,1-00918-0025,New York,Multifamily Housing,1942,93,2859266.5,2860096.1,218.9,46206,245 E 37 Street
2022,1-00918-0035,New York,Multifamily Housing,1955,100,780249.3,761565.1,64.5,30662,242 East 38th Street
2022,1-00918-7501,New York,Ambulatory Surgical Center,1970,Not Available,149497557.1,150395690.5,11133.8,534472,240 E. 38th St
2022,1-00919-0014,New York,Multifamily Housing,1997,7,58825822,59160508.7,3639.1,481119,240 East 39th Street
2022,1-00919-0042,New York,Multifamily Housing,1971,59,12073904,12167140.4,773.7,168363,222-224 East 39th Street
2022,1-00919-0059,New York,Multifamily Housing,2015,47,4877552.1,4922405.8,375.3,94634,200 East 39th Street
2022,1-00919-7501,New York,Multifamily Housing,2017,87,2761796.1,2750820.5,203.8,69544,210 East 39th Street
2022,1-00919-7502,New York,Multifamily Housing,2016,53,5374554.5,5420189.2,369.2,90968,591 Third Avenue
2022,1-00920-0013,New York,Multifamily Housing,2015,70,22268897.1,22480467,1491.4,373248,225 East 39th Street
2022,1-00921-0019,New York,Multifamily Housing,1965,92,13320428.3,13515806.8,835.9,196709,333 East 14th Street
2022,1-00923-0001,New York,Hospital (General Medical & Surgical),1979,44,83280939.5,84087752.6,6142.8,338424,301 E. 17th Street
2022,1-00927-0001,New York,Multifamily Housing,1930,Not Available,11032159.5,11188303.9,689.1,185127,301 East 21st Street
2022,1-00928-0001,New York,Multifamily Housing,1931,42,15091089.2,Not Available,910.9,189616,301 E 22nd Street
2022,1-00928-0009,New York,Multifamily Housing,1968,100,1557312.6,1557312.6,108.4,81500,321 East 22nd St
2022,1-00928-0017,New York,Parking,1929,Not Available,316633.6,322815.1,26.8,25257,333 East 22nd Street
2022,1-00928-0040,Manhattan,Multifamily Housing,1965,24,13744010.7,13951949,1001.6,153800,320 East 23rd Street
2022,1-00928-7502,New York,Multifamily Housing,1906,74,8940042.3,8898297.4,571.7,135580,310/312 East 23rd Street
2022,1-00928-7503,New York,Multifamily Housing,2007,19,15053315.1,15003219,1110.5,191239,340 East 23rd Street
2022,1-00928-7504,New York,Multifamily Housing,1910,7,9839052.8,9841885,704.4,113605,300 East 23rd Street
2022,1-00928-7505,New York,Multifamily Housing,2002,45,10625715.8,10738988.7,775.4,150800,385 First Avenue New York
2022,1-00929-0001,New York,Multifamily Housing,1970,99,21249645.6,20912696.2,1674.8,927590,401 1st Ave; 400 2nd Ave
2022,1-00929-0001,New York,Multifamily Housing,1970,Not Available,Not Available,Not Available,0,50000,401 1ST AVE; 400 2ND AVE;319 E. 24th St; 311 E. 23RD ST; 333 E. 23RD ST
2022,1-00929-0001,New York,Multifamily Housing,1970,Not Available,Not Available,Not Available,0,50000,401 1st Ave; 400 2nd Ave;319 East 24th St; 311 East 23rd St; 333 East 23rd St
2022,1-00929-0001,New York,Multifamily Housing,1970,Not Available,Not Available,Not Available,0,50000,401 1st Ave; 400 2nd Ave;319 East 24th St; 311 East 23rd St; 333 East 23rd St
2022,1-00929-0001; 1-00930-0012,New York,Multifamily Housing,1970,84,71063516.2,70617975.4,4471.7,1192996,401 1st Ave; 400 2nd Ave;319 East 24th St; 311 East 23rd St; 333 East 23rd St
2022,1-00929-0050,New York,Multifamily Housing,1975,75,3311872.3,Not Available,233.3,44835,310 East 24th Street
2022,1-00930-0001,New York,Multifamily Housing,1964,80,33973083.9,33949742,1869.4,422100,305 East 24th Street
2022,1-00930-0012,New York,Multifamily Housing,1975,100,5066872.4,5066872.4,419.7,265406,319 East 24th St
2022,1-00930-0012,New York,Multifamily Housing,1975,2,44746998.1,44746998.1,2377.2,265406,311 East 24th St
2022,1-00930-0012,New York,Multifamily Housing,1970,Not Available,Not Available,Not Available,0,50000,401 1st Ave; 400 2nd Ave;319 East 24th St; 311 East 23rd St; 333 East 23rd St
2022,1-00930-0038,New York,Residence Hall/Dormitory,1961,81,2464536.1,2504799,162.9,37800,330 E 25th Street
2022,1-00930-0041,New York,Residence Hall/Dormitory,1961,100,153345.5,153345.5,13,9595,330 E 25th Street
2022,1-00931-0001,Manhattan,Multifamily Housing,1970,17,49696739.5,50723595.9,3483,466658,330 E. 26th Street
2022,1-00931-0017,New York,Multifamily Housing,2015,96,3094905.7,3137013.3,196.7,63804,325 East 25th Street
2022,1-00931-0021,New York,Residence Hall/Dormitory,1985,66,12240312.2,12373035.6,880.4,144423,334 E 26th Street
2022,1-00933-0025,New York,Multifamily Housing,1970,23,22941021.2,23401853.1,1594.5,209802,344 EAST 28TH STREET
2022,1-00933-7501,New York,Multifamily Housing,2014,50,1965790.9,1958127,144.6,25530,335 E 27th Street
2022,1-00933-7501,New York,Multifamily Housing,1990,50,1965790.9,Not Available,144.6,25530,335 27th Street
2022,1-00934-0001,New York,Multifamily Housing,1975,90,38787908.7,Not Available,2941.2,861909,460-520 2nd Avenue
2022,1-00934-0015,New York,Multifamily Housing,1979,90,10362827.3,10295372.9,798.6,165739,332 East 29th Street
2022,1-00934-0024,Manhattan,Multifamily Housing,1972,22,13522456.8,13457533.8,804.1,134207,485 1st Avenue
2022,1-00935-0006,New York,K-12 School,2001,58,5979811.2,6076864,417.5,71000,301 East 29th Street
2022,1-00935-0013,Manhattan,Multifamily Housing,1970,90,9516306.6,9658873.2,690.3,176898,331 E. 29th St
2022,1-00935-0053,New York,Multifamily Housing,1986,40,4407526.8,4460926.3,288.2,47820,312 East 30th Street
2022,1-00935-7501,New York,Multifamily Housing,1956,86,8680312.1,8859964.3,511.6,127034,350 East 30th Street
2022,1-00936-0037,New York City,Residence Hall/Dormitory,1950,82,15440958.5,15656558.2,1166.3,215584,545 First Avenue
2022,1-00936-7501,New York,Multifamily Housing,1961,74,90209322.4,89948987.2,5574.2,1185099,300/330 E 33 && 333/343 E 30 St
2022,1-00939-0001,New York,Multifamily Housing,1974,56,21862745.8,22142059.7,1622.1,381816,300 East 34th Street
2022,1-00939-0028,Manhattan,Multifamily Housing,1998,45,16401716.8,16579822.7,1064.5,223549,347-377 East 33rd Street
2022,1-00939-0038,New York,Multifamily Housing,1962,72,11486518.4,11584325,727.9,151127,340 E 34th Street
2022,1-00939-7501,New York,Multifamily Housing,2009,33,9416789.2,9411130.5,690.1,158153,303 East 33rd Street
2022,1-00940-0001,Manhattan,Worship Facility,1966,7,5104968.8,5104968.8,351.5,46500,630 Second Avenue
2022,1-00940-0012,NEW YORK,Medical Office,1910,75,11989740.2,12134612.7,881.3,118000,317 East 34th Street
2022,1-00940-0048,New York City,Multifamily Housing,1958,76,2603155.4,2652218.6,154.8,30000,320 East 35th Street
2022,1-00940-7501,New York,Multifamily Housing,1961,69,14218832,14515044.8,1003,204230,333 East 34th Street
2022,1-00943-0001,New York,Multifamily Housing,1941,98,4461208,4446104.6,336.8,80000,303 East 37th Street / 686 Second Avenue
2022,1-00943-7501,New York,Multifamily Housing,1989,20,92238017.5,92932281.9,6343.9,889184,330 East 38th Street
2022,1-00943-7501,New York,Medical Office,1989,75,92238072.4,92858285.2,6343.9,924200,345 E 37th St
2022,1-00943-7502,New York,Multifamily Housing,1950,55,7145902,7272245.7,463.2,101666,308 East 38 Street
2022,1-00944-0001,New York,Multifamily Housing,1930,79,8820887.2,9012031.7,533.8,122247,301 East 38th Street
2022,1-00944-0045,New York,Multifamily Housing,2002,32,23188188.8,23319987.5,1476.5,287584,300 E. 39th St.
2022,1-00944-7501,New York,Multifamily Housing,1984,66,9250057.5,9441522.9,567.5,137261,311 East 38th Street
2022,1-00944-7502,New York,Medical Office,1928,Not Available,45484245.1,45788807.6,3405,404375,333 E. 38th St
2022,1-00945-7501,New York,Multifamily Housing,1967,89,39404950.1,39740783.4,2392.2,613943,300 East 40th Street
2022,1-00945-7502,New York,Multifamily Housing,2018,97,33850780.6,33613586.3,2143.1,814037,685 1st Avenue
2022,1-00962-0080,New York,Laboratory,2006,Not Available,40053078.9,38232031.5,3386.1,260016,522 First Avenue
2022,1-00962-0108,New York,Laboratory,1991,Not Available,25959083.9,25959083.9,2098.1,554128,540 First Avenue
2022,1-00962-7501,New York,Hospital (General Medical & Surgical),1952,Not Available,1183028490,1188813790,68117.9,2726154,560 First Avenue
2022,1-00962-7501; 1-00962-0080; 1-00962-0108,New York,Hospital (General Medical & Surgical),1952,Not Available,1249040652,1249040652,73602.2,3540298,550 First Avenue
2022,1-00967-0001,New York,Multifamily Housing,2014,50,48000974.9,47845586.2,3459.8,922828,626 First Avenue
2022,1-00969-0005,New York City,Laboratory,1965,Not Available,29185247.9,28821742.7,2250.6,108161,660 First Avenue
2022,1-00969-7501,New York,Multifamily Housing,1989,51,35923145.2,36713588.2,2594.3,572400,415 East 37th Street
2022,1-00972-0001,New York City,Multifamily Housing,1947,90,477965029.1,486777659.5,33335.8,8942176,252 First Ave
2022,1-00972-0001,New York City,Multifamily Housing,1947,90,477965029.1,486777659.5,33335.8,8942176,252 First Ave
2022,1-00978-0001,New York City,Multifamily Housing,1947,86,164854884,167862194.7,11475.9,3122165,360 First Avenue
2022,1-00978-0001,New York City,Multifamily Housing,1947,86,164854884,167862194.7,11475.9,3122165,360 First Avenue
2022,1-00990-0001,New York,Distribution Center,1970,9,15311805.7,15307181.7,1160.4,113371,750 East 16th Street
2022,1-00993-0001,New York,Office,1926,70,5882030.5,5897719.5,468.4,79050,561 Seventh Ave
2022,1-00993-0007,New York,Office,1924,59,3283740.8,3358358.8,257.7,38586,1431 BROADWAY
2022,1-00993-0011,New York,Office,1924,85,30791557.7,31654230.1,2364.4,740387,1440 Broadway
2022,1-00993-0036,New York,Office,1925,75,13619902,13537462.7,1112.8,180000,1071 6th Avenue
2022,1-00993-0047,New York,Office,1931,81,19405045.2,19585600.6,1506.2,362850,1450 Broadway
2022,1-00993-0055,New York,Office,1929,Not Available,38078206,38137862.2,2986.3,510506,1441 Broadway
2022,1-00994-0001,New York,Office,2003,83,53854118.7,Not Available,4377.6,1184834,7 Times Square
2022,1-00994-7502,New York,Hotel,1894,88,19634817.5,19656717.1,1335,301118,1466 Broadway
2022,1-00994-7502,New York,Hotel,1906,94,19532385.7,19546267.7,1326.3,306000,6 Times Square
2022,1-00994-7503,New York,Hotel,2012,51,15476115,15476115,1069.3,163889,136 W 42nd St
2022,1-00994-7504,New York,Office,1952,99,3243911,3243911,273.6,183834,1460 Broadway
2022,1-00996-0009,New York,Hotel,1910,1,8083189,8049314,526.4,30150,147 W 43rd St
2022,1-00996-0043,New York,Hotel,1933,94,4709731,4709731,364.8,106542,120 W 44th St
2022,1-00996-0046,Manhattan,Hotel,1905,1,18237331.1,18554554.8,1229.8,75421,130 West 44th Street
2022,1-00997-0001,MANHATTAN,Retail Store,1938,17,7554607.6,7554607.6,635.4,119000,1514 BROADWAY
2022,1-00997-0001,New York,Retail Store,1938,7,18993879.7,18993879.7,1576.7,156900,1530 Broadway
2022,1-00997-0010,New York,Hotel,1990,25,71190707,70203917.5,4355.6,471985,145 West 44th Street
2022,1-00997-0017,New York,Hotel,1999,95,2691822.4,2691822.4,227.6,85000,133 West 44th Street
2022,1-00997-0019,New York,Hotel,1894,11,12909754.2,12909754.2,941.4,119704,123 West 44th Street
2022,1-00997-0023,New York,Performing Arts,1907,Not Available,2294946.1,2379575.7,174.8,49500,111 West 44 Street
2022,1-00998-0008,New York,Performing Arts,1903,Not Available,3048711.1,3081644.7,242.3,27922,149 West 45 Street
2022,1-00998-0015,New York,Hotel,2013,84,33108348.2,33152956.9,2504.8,532000,135 W 45th St
2022,1-00998-0015,New York,Hotel,2013,26,50702531.9,50575546.7,3978.8,532000,135 W 45th St
2022,1-00998-0018,New York,Hotel,1926,74,4513952,4481791.4,345.9,57520,125 West 45th Street
2022,1-00998-0026,New York,Hotel,1900,Not Available,4875494.2,4977763.1,341.1,60209,109 W 45 ST.
2022,1-00998-0029,New York,Office,1992,70,63268681.5,63817171.1,5057.4,997901,1177 Avenue of the Americas
2022,1-00998-0047,New York,Hotel,1923,48,11699204.3,11812950.3,793,113969,130 West 46th Street
2022,1-00999-0003,New York,Office,1913,90,13702076.1,13881645.4,1098.4,246882,1560 Broadway
2022,1-00999-0009,New York,Office,1928,25,9381704.7,9326283.6,670.3,61160,151 West 46 Street
2022,1-00999-0017,New York,Hotel,1900,51,2810267,2810267,206.9,27250,129 West 46th Street
2022,1-00999-0048,New York,Hotel,1939,6,9768198.9,9828322.9,661.8,30005,132 West 47th Street
2022,1-00999-7501,New York,Hotel,1989,Not Available,994081.9,994081.9,83.2,579646,1564 Broadway
2022,1-01000-0001,New York,Hotel,2015,38,38314668.5,38659272.6,2631.8,369864,701 7 Ave
2022,1-01000-0029,New York,Office,1973,63,199600637.1,200878319.3,16060.9,2023847,1211 Avenue of the Americas
2022,1-01000-7501,New York,Hotel,2018,90,23198689,23198689,1440.2,396174,145 West 47th Street
2022,1-01001-0001,New York,Financial Office,1920,83,5026986.8,5203775.1,363.4,47125,723 7th Avenue
2022,1-01001-0029,New York,Office,1968,59,231091794.2,229617723,17503.9,2516180,1221 Avenue of the Americas
2022,1-01001-0055,New York,Hotel,1903,64,4127403.7,4075032.8,299.3,71436,142 West 49th St
2022,1-01001-7501,New York,Office,1916,77,11223864.9,11356415.9,879.5,172076,729 Seventh Ave
2022,1-01002-0001,Manhattan,Office,2001,25,138644282.5,138807193.7,11196.7,1045917,745 7th Ave
2022,1-01002-7501,New York,Office,1970,66,179704858.3,181556979.3,13878.1,2595037,1251 Avenue of the Americas
2022,1-01003-0029,New York,Office,1957,60,152270652.3,152632494.8,11723.3,1953163,1271 Avenue of the Americas
2022,1-01003-7501,New York,Multifamily Housing,1927,55,48144829.8,48671561.1,3092.5,578813,150 West 51st Street
2022,1-01005-0029,New York,Office,1963,76,164992759.6,164386276.9,12085,2030239,1301 Avenue of the Americas
2022,1-01005-7501,New York,Multifamily Housing,1980,38,20135258.9,20306267.9,1386.1,295546,135 West 52nd Street
2022,1-01006-0013,New York,Office,1989,87,37670446.8,37667402.4,3049.5,898743,1325 Avenue of the Americas
2022,1-01006-7501,New York,Mixed Use Property,1960,Not Available,32223073.1,32227712.1,2297.2,358000,825 seventh Ave
2022,1-01007-0001,Manhattan,Multifamily Housing,1923,35,6427836.4,6512543.7,411,85309,"841 7 Avenue,"
2022,1-01007-0051,New York,Multifamily Housing,1912,57,2583804.2,2636996.6,151.3,26496,140 West 55th Street
2022,1-01007-0054,New York,Multifamily Housing,1923,67,5003149.2,5184793.4,383.8,75600,150 West 55th Street
2022,1-01008-0001,Manhattan,Hotel,1911,Not Available,Not Available,3224024.8,Not Available,207700,149 W. 55th St / 859-871 7th Ave
2022,1-01008-0008,New York,Multifamily Housing,1921,32,10735846.5,11030538.3,797.6,106438,139-145 West 55th Street
2022,1-01008-7503,New York,Multifamily Housing,1988,65,45657870.5,45975375.9,3564.8,749338,156 West 56th Street
2022,1-01009-0009,New York,Retail Store,1890,Not Available,6836954.2,6967380.9,453.1,26000,150 W 57th Street
2022,1-01009-0019,New York,Hotel,1981,99,19345797.7,19345797.7,1533,536719,118 West 57th Street
2022,1-01009-0029,New York,Multifamily Housing,1961,76,27364880.2,27558697.3,1802.4,375986,100 West 57th Street
2022,1-01009-0040,New York,Office,1909,32,3468010.3,3541385.7,266.3,45500,110 West 57th Street
2022,1-01009-0044,New York,Hotel,2012,47,11641481.6,Not Available,833.8,128433,120 West 57th Street
2022,1-01009-0050,New York,Office,1908,Not Available,Not Available,Not Available,0,86025,140 West 57th Street
2022,1-01009-7501,New York,Multifamily Housing,1986,49,39617533.9,40125466.2,3002.9,640000,142 West 57th Street
2022,1-01009-7501,New York,Multifamily Housing,1986,17,39617475.9,40125367.6,3002.9,640396,146 West 57th Street
2022,1-01009-7501;1-01009-0050,New York,Multifamily Housing,1986,65,39617475.9,40125367.6,3002.9,729421,146 W 57th Street
2022,1-01010-0015,New York,Hotel,1930,100,260567.6,260567.6,22,204649,123 West 57th Street
2022,1-01010-0021,New York,Office,1926,61,8832103.1,9040455.8,652,113707,119 West 57th Street
2022,1-01010-0046,New York,Multifamily Housing,1930,84,5671813.9,5831633.8,328.9,62200,134 West 58th Street
2022,1-01010-0053,New York,Multifamily Housing,1916,84,2709590.7,2777390.4,204.8,38928,152 West 58th Street
2022,1-01010-7501,New York,Multifamily Housing,1930,50,4025946.3,4020130.8,252.9,55154,140 West 58th St
2022,1-01010-7502,Manhattan,Multifamily Housing,1923,67,3123568.1,3108223.7,237.2,36339,120 West 58th Street
2022,1-01010-7504,New York,Multifamily Housing,1922,62,7720341.2,7905225.6,477.4,98263,171 West 57th Street
2022,1-01010-7507,New York,Multifamily Housing,2020,24,43066731.4,42196551.1,3156.4,572348,111 West 57th Street
2022,1-01011-0038,New York,Multifamily Housing,1927,23,9723224.7,9883760.3,732.7,142283,110 Central Park South
2022,1-01011-0042,New York,Multifamily Housing,1942,56,7408104.2,7575877.2,449,98493,120 Central Park S.
2022,1-01011-0045,New York,Multifamily Housing,1928,63,6014934.4,Not Available,367.9,90670,128 Central Park South
2022,1-01011-7501,New York,Hotel,1931,55,66178502.3,66605381.2,4403.8,723209,160 Central Park South
2022,1-01011-7503,New York,Multifamily Housing,1950,9,11650829.3,11618446.3,693,91153,116 Central Park South
2022,1-01012-0015,New York,Office,1923,59,21973073.8,22316968.6,1738.4,281840,230 West 41st St.
2022,1-01012-0029,New York,Hotel,2021,10,24717119.1,24723128.5,1839.7,158519,560 Seventh Avenue
2022,1-01012-0042,New York,Hotel,2007,48,8025855,8025855,620,137604,220 W. 41st St.
2022,1-01012-0042,New York,Hotel,2013,84,7963759.8,7914264.9,617.4,141335,220 West 41st Street
2022,1-01012-7501,NEW YORK,Office,2007,52,148214662.6,Not Available,10486.2,1453912,620 EIGHTH AVENUE
2022,1-01012-7502,New York,Office,1929,75,10984890.8,11446415.6,871.7,173380,200 W41st Street
2022,1-01012-7502,New York,Office,1929,75,10984890.8,11446415.6,871.7,173380,200 W41st Street
2022,1-01013-0041,New York,Office,1913,97,10151572.6,10253587.6,762.7,235300,220 West 42nd Street
2022,1-01013-0057,New York,Movie Theater,1990,Not Available,15682793.9,15560541.7,1325.8,170744,234 W. 42nd Street
2022,1-01014-0033,New York,Office,2001,Not Available,42306125.3,Not Available,3393.1,841709,3 Times Square
2022,1-01014-0058,New York,Hotel,2000,73,63438744.6,63294917,4374.2,706000,270 West 43rd Street
2022,1-01014-0058,New York,Hotel,2000,73,63438744.6,63294917,4374.2,706000,270 West 43rd Street
2022,1-01015-0001,New York,Multifamily Housing,1920,69,26965501.9,27300941.3,1681.2,225464,255 West 43rd St.
2022,1-01015-0059,New York,Office,1920,7,4810665.2,4840023.5,325,41287,260 West 44th Street
2022,1-01015-7501,New York,Office,1913,Not Available,54122861.7,54888126.8,4063.2,682843,229 W 43rd St
